title,book_id,death_year,plain_text_url,plain_text_extent_bytes
"The philosophical and mathematical commentaries of Proclus on the first book of Euclid's elements (Vol. 1 of 2) : $b To which are added, A history of the restoration of Platonic theology, by the latter Platonists: And a translation from the Greek of Proclus's Theological elements",74253,485,https://www.gutenberg.org/ebooks/74253.txt.utf-8,736110
The triumph of the cross,74508,1498,https://www.gutenberg.org/ebooks/74508.txt.utf-8,409109
"The chronicles of Enguerrand de Monstrelet, Vol. 11 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",74647,1453,https://www.gutenberg.org/ebooks/74647.txt.utf-8,521778
Barlaam and Ioasaph,749,749,https://www.gutenberg.org/ebooks/749.txt.utf-8,487607
Dryden's Palamon and Arcite,7490,1400,https://www.gutenberg.org/ebooks/7490.txt.utf-8,225846
"De Amicitia, Scipio's Dream",7491,-43,https://www.gutenberg.org/ebooks/7491.txt.utf-8,178111
History of the Franks,74955,594,https://www.gutenberg.org/ebooks/74955.txt.utf-8,717767
The Germany and the Agricola of Tacitus,7524,117,https://www.gutenberg.org/ebooks/7524.txt.utf-8,314063
"Travels to Tana and Persia : $b A narrative of Italian travels in Persia, in the 15th and 16th centuries",75292,1494,https://www.gutenberg.org/ebooks/75292.txt.utf-8,866274
"Ocellus Lucanus on the nature of the universe : $b Taurus, the Platonic philosopher, on the eternity of the world. Julius Firmicus Maternus of the thema mundi. Select theorems on the perpetuity of time, by Proclus.",75391,485,https://www.gutenberg.org/ebooks/75391.txt.utf-8,177818
The book of filial duty,75878,-479,https://www.gutenberg.org/ebooks/75878.txt.utf-8,90527
The pillow-book of Sei Shōnagon,76016,1017,https://www.gutenberg.org/ebooks/76016.txt.utf-8,202692
"The Mulfuzāt Timūry = $b or, Autobiographical memoirs of the Moghul emperor Timūr",76195,1405,https://www.gutenberg.org/ebooks/76195.txt.utf-8,507311
Physical science in the time of Nero : $b being a translation of the Quaestiones naturales of Seneca,76392,65,https://www.gutenberg.org/ebooks/76392.txt.utf-8,752561
"The dialogues of Plato in five volumes, Vol. 2 (of 5) : $b Translated into English with analyses and introductions",76464,-348,https://www.gutenberg.org/ebooks/76464.txt.utf-8,1319011
Lysistrata,7700,-388,https://www.gutenberg.org/ebooks/7700.txt.utf-8,106828
Hecuba and other plays,77336,-406,https://www.gutenberg.org/ebooks/77336.txt.utf-8,642172
"Letters of John Huss, written during his exile and imprisonment : $b With Martin Luther's preface; and containing a general view of the works of Huss",77359,1415,https://www.gutenberg.org/ebooks/77359.txt.utf-8,343946
"The six books of Proclus, the Platonic successor, on the theology of Plato (vol. 1 of 2) : $b  translated from the Greek, to which a seventh book is added, in order to supply the deficiency of another book on this subject, which was written by Proclus, but since lost, also, a translation from the Greek of Proclus' Elements of theology, to which are added a translation of the treatise of Proclus, On providence and fate, a translation of extracts from his treatise, entitled, Ten doubts concerning providence, and a translation of extracts from his treatise on the subsistence of evil; as preserved in the Bibliotheca Gr. of Fabricus",77393,485,https://www.gutenberg.org/ebooks/77393.txt.utf-8,1177087
The Philoctetes of Sophocles,77548,-406,https://www.gutenberg.org/ebooks/77548.txt.utf-8,111056
The writings of the Apostolic Fathers,77576,155,https://www.gutenberg.org/ebooks/77576.txt.utf-8,965774
Confessions of St. Augustine,77585,430,https://www.gutenberg.org/ebooks/77585.txt.utf-8,119204
Lysistrata : $b A modern paraphrase from the Greek of Aristophanes,77760,-388,https://www.gutenberg.org/ebooks/77760.txt.utf-8,147560
Select letters of Christopher Columbus : $b With other original documents relating to his four voyages to the New World,77820,1506,https://www.gutenberg.org/files/77820/77820-0.txt,783202
"The memoirs of Philip de Commines, Lord of Argenton, Volume 1 (of 2) : $b Containing the histories of Louis XI. and Charles VIII., Kings of France, and of Charles the Bold, Duke of Burgundy. To which is added the Scandalous chronicle, or, secret history of Louis XI., by Jean de Troyes.",77950,1511,https://www.gutenberg.org/ebooks/77950.txt.utf-8,1061305
"The memoirs of Philip de Commines, Lord of Argenton, Volume 2 (of 2) : $b Containing the histories of Louis XI. and Charles VIII. Kings of France, and of Charles the Bold, Duke of Burgundy. To which is added the Scandalous Chronicle, or, secret history of Louis XI., by Jean de Troyes.",77951,1511,https://www.gutenberg.org/ebooks/77951.txt.utf-8,1112645
Plutarch's Essays and Miscellanies (Vol. 5 of 5),78000,119,https://www.gutenberg.org/files/78000/78000-0.txt,1066354
"Arrian on coursing : $b the Cynegeticus of the younger Xenophon, translated from the Greek, with classical and practical annotations, and a brief sketch of the life and writings of the author. To which is added an appendix, containing some account of the Canes Venatici of classical antiquity",78013,175,https://www.gutenberg.org/files/78013/78013-0.txt,771589
On the Nature of Things,785,-55,https://www.gutenberg.org/ebooks/785.txt.utf-8,496604
"The Reign of Tiberius, Out of the First Six Annals of Tacitus;
With His Account of Germany, and Life of Agricola",7959,117,https://www.gutenberg.org/ebooks/7959.txt.utf-8,647012
Conspiracy of Catiline and the Jurgurthine War,7990,-34,https://www.gutenberg.org/ebooks/7990.txt.utf-8,585884
The Frogs,7998,-388,https://www.gutenberg.org/ebooks/7998.txt.utf-8,107606
Philoktetes,806,-406,https://www.gutenberg.org/ebooks/806.txt.utf-8,94949
Selections from Erasmus: Principally from his Epistles,8400,1536,https://www.gutenberg.org/ebooks/8400.txt.utf-8,301398
Hippolytus; The Bacchae,8418,-406,https://www.gutenberg.org/ebooks/8418.txt.utf-8,193398
The Ethics of Aristotle,8438,-322,https://www.gutenberg.org/ebooks/8438.txt.utf-8,671549
"The House of Atreus; Being the Agamemnon, the Libation bearers, and the Furies",8604,-456,https://www.gutenberg.org/ebooks/8604.txt.utf-8,224143
"The Eleven Comedies, Volume 1",8688,-388,https://www.gutenberg.org/ebooks/8688.txt.utf-8,544694
"The Eleven Comedies, Volume 2",8689,-388,https://www.gutenberg.org/ebooks/8689.txt.utf-8,635182
"The Golden Sayings of Epictetus, with the Hymn of Cleanthes",871,135,https://www.gutenberg.org/ebooks/871.txt.utf-8,152337
Four Plays of Aeschylus,8714,-456,https://www.gutenberg.org/ebooks/8714.txt.utf-8,267485
"The Divine Comedy by Dante, Illustrated, Hell, Volume 01",8779,1321,https://www.gutenberg.org/ebooks/8779.txt.utf-8,32671
"The Divine Comedy by Dante, Illustrated, Hell, Volume 02",8780,1321,https://www.gutenberg.org/ebooks/8780.txt.utf-8,32494
"The Divine Comedy by Dante, Illustrated, Hell, Volume 03",8781,1321,https://www.gutenberg.org/ebooks/8781.txt.utf-8,31930
"The Divine Comedy by Dante, Illustrated, Hell, Volume 04",8782,1321,https://www.gutenberg.org/ebooks/8782.txt.utf-8,32251
"The Divine Comedy by Dante, Illustrated, Hell, Volume 05",8783,1321,https://www.gutenberg.org/ebooks/8783.txt.utf-8,44099
"The Divine Comedy by Dante, Illustrated, Hell, Volume 06",8784,1321,https://www.gutenberg.org/ebooks/8784.txt.utf-8,157978
"The Divine Comedy by Dante, Illustrated, Hell, Volume 07",8785,1321,https://www.gutenberg.org/ebooks/8785.txt.utf-8,126865
"The Divine Comedy by Dante, Illustrated, Hell, Volume 08",8786,1321,https://www.gutenberg.org/ebooks/8786.txt.utf-8,57959
"The Divine Comedy by Dante, Illustrated, Hell, Volume 09",8787,1321,https://www.gutenberg.org/ebooks/8787.txt.utf-8,39134
"The Divine Comedy by Dante, Illustrated, Hell, Volume 10",8788,1321,https://www.gutenberg.org/ebooks/8788.txt.utf-8,39445
"The vision of hell. 
By Dante Alighieri.
Translated by Rev. Henry Francis Cary, M.A.
and illustrated with the seventy-five designs of Gustave Doré.",8789,1321,https://www.gutenberg.org/ebooks/8789.txt.utf-8,234549
"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 1",8790,1321,https://www.gutenberg.org/ebooks/8790.txt.utf-8,44453
"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 2",8791,1321,https://www.gutenberg.org/ebooks/8791.txt.utf-8,57138
"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 3",8792,1321,https://www.gutenberg.org/ebooks/8792.txt.utf-8,71230
"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 4",8793,1321,https://www.gutenberg.org/ebooks/8793.txt.utf-8,64828
"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 5",8794,1321,https://www.gutenberg.org/ebooks/8794.txt.utf-8,73109
"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",8795,1321,https://www.gutenberg.org/ebooks/8795.txt.utf-8,234780
"The Divine Comedy by Dante, Illustrated, Paradise, Volume 1",8796,1321,https://www.gutenberg.org/ebooks/8796.txt.utf-8,106790
"The Divine Comedy by Dante, Illustrated, Paradise, Volume 2",8797,1321,https://www.gutenberg.org/ebooks/8797.txt.utf-8,63422
"The Divine Comedy by Dante, Illustrated, Paradise, Volume 3",8798,1321,https://www.gutenberg.org/ebooks/8798.txt.utf-8,94904
"The Divine Comedy by Dante, Illustrated, Paradise, Complete",8799,1321,https://www.gutenberg.org/ebooks/8799.txt.utf-8,228062
The divine comedy,8800,1321,https://www.gutenberg.org/ebooks/8800.txt.utf-8,656776
"The Public Orations of Demosthenes, volume 1",9060,-322,https://www.gutenberg.org/ebooks/9060.txt.utf-8,492982
"The Public Orations of Demosthenes, volume 2",9061,-322,https://www.gutenberg.org/ebooks/9061.txt.utf-8,395971
Stories from Thucydides,9074,-395,https://www.gutenberg.org/ebooks/9074.txt.utf-8,402398
Germania and Agricola,9090,117,https://www.gutenberg.org/ebooks/9090.txt.utf-8,436532
"The Art of Poetry: an Epistle to the Pisos
Q. Horatii Flacci Epistola Ad Pisones, De Arte Poetica.",9175,-8,https://www.gutenberg.org/ebooks/9175.txt.utf-8,236417
The Praise of Folly,9371,1536,https://www.gutenberg.org/ebooks/9371.txt.utf-8,225938
"The Elegies of Tibullus
Being the Consolations of a Roman Lover Done in English Verse",9610,-19,https://www.gutenberg.org/ebooks/9610.txt.utf-8,115569
"Cicero's Brutus or History of Famous Orators; also His Orator, or Accomplished Speaker.",9776,-43,https://www.gutenberg.org/ebooks/9776.txt.utf-8,488541
